FACULTY OF HUMANITIES,,,,,,
"QUALIFICATION
CODE",QUALIFICATION NAME,"SUBJECT
CODE",SUBJECT NAME,"STUDY
PERIOD","SA/SADC STUDENT
FEE","FOREIGN
STUDENT FEE"
,,IFM32ES,INFORMATION TECHNOLOGY: METHODOLOGY,3,"2 ,620","3,930"
,,ITT32ES,INFORMATION TECHNOLOGY,3,"3 ,380","5,070"
,,MCT31ES,MICRO TEACHING,3,"2 ,620","3,930"
,,MIM32ES,MATHEMATICS III: FET METHODOLOGY,3,"2 ,620","3,930"
,,MTC32ES,MATHEMATICS III: FET MAJOR,3,"3 ,380","5,070"
,,MTH31ES,MATHEMATICS III: SPIII MAJOR,3,"3 ,380","5,070"
,,MTS31ES,MATHEMATICS III: SPII METHODOLOGY,3,"2 ,620","3,930"
,,SBX32ES,SCHOOL BASED LEARNING,3,"2 ,650","3,980"
,,TCG31ES,TECHNOLOGY SP III: MAJOR,3,"3 ,380","5,070"
,,TCM21ES,TECHNOLOGY SP II: METHODOLOGY,3,"3 ,380","5,070"
,,CTM42ES,"COMPUTER APPLICATIONS TECHNOLOGY:
METHODOLOGY",4,"2 ,620","3,930"
,,EDC41ES,EDUCATION,4,"3 ,380","5,070"
,,IER41ES,INTRODUCTION TO RESEARCH,4,"3 ,380","5,070"
,,IFM42ES,INFORMATION TECHNOLOGY: METHODOLOGY,4,"2 ,620","3,930"
,,MIM42ES,MATHEMATICS IV: FET METHODLOGY,4,"2 ,620","3,930"
,,MTS41ES,MATHEMATICS IV: SP III METHODOLOGY,4,"2 ,620","3,930"
,,SBX42ES,SCHOOL BASED LEARNING,4,"2 ,650","3,980"
,,TCM31ES,TECHNOLOGY SP III: METHODOLOGY,4,"2 ,620","3,930"
BEDSFE,"BED (SP&FET) ECO &
MANAGEMENT",ACT12ES,ACCOUNTING I,1,"2 ,480","3,720"
,,ADC5022,ADVANCED DIGITAL LITERACY,1,"5 ,080","7,610"
,,BMG12ES,BUSINESS MANAGEMENT I,1,"2 ,470","3,700"
,,CAY12ES,"COMMUNICATION IN AFRIKAANS SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CHY12ES,"COMMUNICATION IN SESOTHO SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CNX12ES,"COMMUNICATION IN ENGLISH SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CTY12ES,"COMMUNICATION IN SETSWANA SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CXY12ES,"COMMUNICATION IN IsiXHOSA SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CZY12ES,"COMMUNICATION IN ZULU SECOND
LANGUAGE",1,"2 ,840","4,260"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3 ,290","4,940"
,,ECS12ES,ECONOMICS I,1,"2 ,470","3,700"
,,EDC11ES,EDUCATION I: LEARNER AND LEARNING,1,"3 ,380","5,070"
,,EDM11ES,"EDUCATION I: MEDIA IN TEACHING AND
LEARNING",1,"3 ,380","5,070"
,,EMS11ES,"ECONOMIC AND MANAGEMENT SCIENCES:
EMS SP I",1,"2 ,470","3,700"
,,LCS5012,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1 ,480","2,210"
,,LFS11ES,LIFE SKILLS,1,"3 ,030","4,540"
,,MCT11ES,MICRO TEACHING I,1,"2 ,620","3,930"
,,NMR5011,NUMERACY,1,"4 ,500","6,750"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,SBX12ES,SCHOOL BASED LEARNING I,1,"1 ,330","1,990"
,,ATF22ES,ACCOUNTING FET II,2,"2 ,620","3,930"
,,ATM22ES,ACCOUNTING II FET MAJOR,2,"2 ,480","3,720"
,,BMF22ES,BUSINESS MANAGEMENT FET I,2,"2 ,620","3,930"
,,BMM22ES,BUSINESS MANAGEMENT II FET MAJOR,2,"2 ,470","3,700"
,,ECF22ES,ECONOMICS FET I,2,"2 ,620","3,930"
,,EDC21ES,EDUCATION,2,"3 ,380","5,070"
,,EDM21ES,EDUCATION II: CURRICULUM STUDIES,2,"3 ,380","5,070"
,,EMS21ES,"ECONOMIC AND MANAGEMENT SCIENCES:
EMS SP II",2,"2 ,470","3,700"
,,ENM22ES,ECONOMICS II FET MAJOR,2,"2 ,470","3,700"
,,ESM21ES,SPECIFIC SUBJECT METHODOLOGY: EMS SP I,2,"2 ,620","3,930"
,,GSM11ES,GENERAL SUBJECT METHODOLOGY,2,"3 ,030","4,540"
,,LNG11ES,LANGUAGE OF TEACHING AND LEARNING,2,"3 ,510","5,260"
,,LNG22ES,LANGUAGE OF TEACHING AND LEARNING,2,"3 ,510","5,260"
,,MCT21ES,MICRO TEACHING,2,"2 ,620","3,930"
,,SBX22ES,SCHOOL BASED LEARNING,2,"2 ,650","3,980"
,,ATF32ES,ACCOUNTING III: FET METHODOLOGY,3,"2 ,620","3,930"
,,ATM32ES,ACCOUNTING III: FET MAJOR,3,"2 ,480","3,720"
,,BMF32ES,"BUSINESS MANAGEMENT III: FET
METHODOLOGY",3,"2 ,620","3,930"
,,BMM32ES,BUSINESS MANAGEMENT III: FET MAJOR,3,"2 ,470","3,700"
,,ECF32ES,ECONOMICS III: FET METHODOLOGY,3,"2 ,620","3,930"
,,EDC31ES,EDUCATION,3,"3 ,380","5,070"
,,EDM31ES,"EDUCATION III: LEARNER CENTERED
SCHOOLS",3,"3 ,380","5,070"
,,ENM32ES,ECONOMICS III: FET MAJOR,3,"2 ,470","3,700"
,,ESM31ES,SPECIFIC SUBJECT METHODOLOGY: EMS SP II,3,"2 ,620","3,930"
,,GSM21ES,GENERAL SUBJECT METHODOLOGY,3,"3 ,030","4,540"
,,MCT31ES,MICRO TEACHING,3,"2 ,620","3,930"
,,SBX32ES,SCHOOL BASED LEARNING,3,"2 ,650","3,980"
,,ATF42ES,ACCOUNTING: FET III METHODOLOGY,4,"2 ,620","3,930"
,,BMF42ES,"BUSINESS MANAGEMENT: FET III
METHODOLOGY",4,"2 ,620","3,930"
,,ECF42ES,ECONOMICS: FET III METHODOLOGY,4,"2 ,620","3,930"
,,EDC41ES,EDUCATION,4,"3 ,380","5,070"
,,IER41ES,INTRODUCTION TO RESEARCH,4,"3 ,380","5,070"
,,SBX42ES,SCHOOL BASED LEARNING,4,"2 ,650","3,980"
BEDSFL,"BED: (SP & FET) LANGUAGE
EDUCATION",ADC5022,ADVANCED DIGITAL LITERACY,1,"5 ,080","7,610"
,,AFM12ES,AFRIKAANS LANGUAGE: MAJOR TEACHING,1,"2 ,470","3,700"
,,AFS11ES,AFRIKAANS MAJOR: SP TEACHING,1,"2 ,470","3,700"
,,CAY12ES,"COMMUNICATION IN AFRIKAANS SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CHY12ES,"COMMUNICATION IN SESOTHO SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CNX12ES,"COMMUNICATION IN ENGLISH SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CTY12ES,"COMMUNICATION IN SETSWANA SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CXY12ES,"COMMUNICATION IN IsiXHOSA SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CZY12ES,"COMMUNICATION IN ZULU SECOND
LANGUAGE",1,"2 ,840","4,260"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3 ,290","4,940"
,,EDC11ES,EDUCATION I: LEARNER AND LEARNING,1,"3 ,380","5,070"
,,EDM11ES,"EDUCATION I: MEDIA IN TEACHING AND
LEARNING",1,"3 ,380","5,070"
,,EHM12ES,ENGLISH LANGUAGE: MAJOR TEACHING,1,"2 ,470","3,700"
,,EHS11ES,ENGLISH MAJOR: SP TEACHING,1,"2 ,470","3,700"
,,LCS5012,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1 ,480","2,210"
,,LFS11ES,LIFE SKILLS,1,"3 ,030","4,540"
,,MCT11ES,MICRO TEACHING I,1,"2 ,620","3,930"
,,NMR5011,NUMERACY,1,"4 ,500","6,750"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,SBX12ES,SCHOOL BASED LEARNING I,1,"1 ,330","1,990"
,,SSM12ES,SESOTHO LANGUAGE: FET MAJOR TEACHING,1,"2 ,470","3,700"
,,SSM22ES,SOTHO LANGUAGE: FET MAJOR,1,"2 ,470","3,700"
,,SST11ES,SESOTHO LANGUAGE: SP TEACHING,1,"2 ,470","3,700"
,,SST21ES,SESOTHO LANGUAGE: SPII MAJOR,1,"2 ,470","3,700"
,,SWM12ES,"SETSWANA LANGUAGE: FET MAJOR
TEACHING",1,"2 ,470","3,700"
,,SWS11ES,SETSWANA LANGUAGE: SP TEACHING,1,"2 ,470","3,700"
,,XSH11ES,XHOSA LANGUAGE: SP TEACHING,1,"2 ,470","3,700"
,,XSM12ES,XHOSA LANGUAGE: MAJOR FET TEACHING,1,"2 ,470","3,700"
,,ZLM12ES,ZULU LANGUAGE: MAJOR FET TEACHING,1,"2 ,470","3,700"
,,ZLS11ES,ZULU LANGUAGE: SP TEACHING,1,"2 ,470","3,700"
,,AFF22ES,AFRIKAANS LANGUAGE: FET METHODOLOGY,2,"2 ,620","3,930"
,,AFG21ES,AFRKAANS LANGUAGE: SP I METHODOLOGY,2,"2 ,620","3,930"
,,AFM22ES,AFRIKAANS LANGUAGE: FET MAJOR,2,"2 ,470","3,700"
,,AFS21ES,AFRIKAANS LANGUAGE: SPII MAJOR,2,"2 ,470","3,700"
,,EDC21ES,EDUCATION,2,"3 ,380","5,070"
,,EDM21ES,EDUCATION II: CURRICULUM STUDIES,2,"3 ,380","5,070"
,,EHG21ES,ENGLISH LANGUAGE: SP I METHODOLOGY,2,"2 ,620","3,930"
,,EHM22ES,ENGLISH LANGUAGE: FET MAJOR,2,"2 ,470","3,700"
,,EHS21ES,ENGLISH LANGUAGE: SPII MAJOR,2,"2 ,470","3,700"
,,ENF22ES,ENGLISH LANGUAGE: FET METHODOLOGY,2,"2 ,620","3,930"
,,GSM11ES,GENERAL SUBJECT METHODOLOGY,2,"3 ,030","4,540"
,,LNG11ES,LANGUAGE OF TEACHING AND LEARNING,2,"3 ,510","5,260"
,,LNG22ES,LANGUAGE OF TEACHING AND LEARNING,2,"3 ,510","5,260"
,,MCT21ES,MICRO TEACHING,2,"2 ,620","3,930"
,,SBX22ES,SCHOOL BASED LEARNING,2,"2 ,650","3,980"
,,SSF22ES,SESOTHO LANGUAGE: FET METHODOLOGY,2,"2 ,620","3,930"
,,SSG21ES,SESOTHO LANGUAGE: SP I METHODOLOGY,2,"2 ,620","3,930"
,,SWF22ES,SETSWANA LANGUAGE: FET METHODOLOGY,2,"2 ,620","3,930"
,,SWG21ES,SETSWANA LANGUAGE: SP I METHODOLOGY,2,"2 ,620","3,930"
,,SWM22ES,SETSWANA LANGUAGE: FET MAJOR,2,"2 ,470","3,700"
,,SWS21ES,SETSWANA LANGUAGE: SP MAJOR,2,"2 ,470","3,700"
,,XHF22ES,XHOS LANGUAGE: FET METHODOLOGY,2,"2 ,620","3,930"
,,XSG21ES,XHOSA LANGUAGE: SP I METHODOLOGY,2,"2 ,620","3,930"
,,XSH21ES,XHOSA LANGUAGE: SP II MAJOR,2,"2 ,470","3,700"
,,XSM22ES,XHOSA LANGUAGE: MAJOR FET TEACHING,2,"2 ,470","3,700"
,,ZLF22ES,ZULU LANGUAGE: FET METHODOLOGY,2,"2 ,620","3,930"
,,ZLG21ES,ZULU LANGUAGE: SP I METHODOLOGY,2,"2 ,620","3,930"
,,ZLM22ES,ZULU LANGUAGE: FET MAJOR TEACHING,2,"2 ,470","3,700"
,,ZLS21ES,ZULU LANGUAGE:SPII MAJOR,2,"2 ,470","3,700"
,,AFF32ES,AFRIKAANS LANGUAGE: FET II METHODOLOGY,3,"2 ,620","3,930"
,,AFG31ES,AFRIKAANS LANGUAGE: SPII METHODOLOGY,3,"2 ,620","3,930"
,,AFM32ES,AFRIKAANS LANGUAGE: FET III MAJOR,3,"2 ,470","3,700"
,,AFS31ES,AFRIKAANS LANGUAGE: SPIII MAJOR,3,"2 ,470","3,700"
,,EDC31ES,EDUCATION,3,"3 ,380","5,070"
,,EDM31ES,"EDUCATION III: LEARNER CENTERED
SCHOOLS",3,"3 ,380","5,070"
,,EHG31ES,"ENGLISH LANGUAGE: SPII METHODOLOGY
TEACHING",3,"3 ,380","5,070"
,,EHS31ES,ENGLISH LANGUAGE: SPIII MAJOR,3,"2 ,470","3,700"
,,ENF32ES,"ENGLISH LANGUAGE: FET II METHODOLOGY
TEACHING",3,"2 ,620","3,930"
,,GSM21ES,GENERAL SUBJECT METHODOLOGY,3,"3 ,030","4,540"
,,MCT31ES,MICRO TEACHING,3,"2 ,620","3,930"
,,SBX32ES,SCHOOL BASED LEARNING,3,"2 ,650","3,980"
,,SSF32ES,SESOTH LANGUAGE: FET II METHODOLOGY,3,"2 ,620","3,930"
,,SSG31ES,SESOTHO LANGUAGE:SPII METHODOLOGY,3,"2 ,620","3,930"
,,SSM32ES,SESOTHO LANGUAGE: FET III MAJOR,3,"2 ,470","3,700"
,,SST31ES,SESOTHO LANGUAGE: SPIII MAJOR,3,"2 ,470","3,700"
,,SWF32ES,SETSWANA LANGUAGE: FET II METHODOLOGY,3,"2 ,620","3,930"
,,SWG31ES,"SETSWANA LANGUAGE: SPII METHODOLOGY
TEACHING",3,"2 ,620","3,930"
,,SWM32ES,SETSWANA LANGUAGE: FET III MAJOR,3,"2 ,470","3,700"
,,SWS31ES,SETSWANA LANGUAGE: SPIII MAJOR,3,"2 ,470","3,700"
,,XHF32ES,IsiXHOSA LANGUAGE: FET II METHODOLOGY,3,"2 ,620","3,930"
,,XSG31ES,XHOSA LANGUAGE: SPII METHODOLOGY,3,"2 ,620","3,930"
,,XSH31ES,ISIXHOSA LANGUAGE: SPIII MAJOR,3,"2 ,470","3,700"
,,XSM32ES,IsiXHOSA LANGUAGE: FET III MAJOR,3,"2 ,470","3,700"
,,ZLF32ES,IsiZULU LANGUAGE: FET II METHODOLOGY,3,"2 ,620","3,930"
,,ZLG31ES,ZULU LANGUAGE:SPII METHODOLOGY,3,"2 ,620","3,930"
,,ZLM32ES,IsiZULU LANGUAGE:FET III MAJOR,3,"2 ,470","3,700"
,,ZLS31ES,IsiZULU LANGUAGE: SPIII MAJOR,3,"2 ,470","3,700"
,,AFF42ES,"AFRIKAANS LANGUAGE: FET III
METHODOLOGY",4,"2 ,620","3,930"
,,AFG41ES,AFRIKAANS LANGUAGE: SPIII METHODOLOGY,4,"2 ,620","3,930"
,,EDC41ES,EDUCATION,4,"3 ,380","5,070"
,,EHG41ES,"ENGLISH LANGUAGE: SPIII METHODOLOGY
TEACHING",4,"2 ,620","3,930"
,,ENF42ES,ENGLISH LANGUAGE: FET III METHODOLOGY,4,"2 ,620","3,930"
,,IER41ES,INTRODUCTION TO RESEARCH,4,"3 ,380","5,070"
,,SBX42ES,SCHOOL BASED LEARNING,4,"2 ,650","3,980"
,,SSF42ES,SESOTHO LANGUAGE: FET III METHODOLOGY,4,"2 ,620","3,930"
,,SSG41ES,SESOTH LANGUAGE: SP III METHODOLOGY,4,"2 ,620","3,930"
,,SWF42ES,"SETSWANA LANGUAGE: FET III
METHODOLOGY",4,"2 ,620","3,930"
,,SWG41ES,SETSWANA LANGUAGE: SP III METHODOLOGY,4,"2 ,620","3,930"
,,XHF42ES,IsiXHOSA LANGUAGE FET III: METHODOLOGY,4,"2 ,620","3,930"
,,XSG41ES,IsiXHOSA LANGUAGE: SP III METHODOLOGY,4,"2 ,620","3,930"
,,ZLF42ES,IsiZULU LANGUAGE: FET III METHODOLOGY,4,"2 ,620","3,930"
,,ZLG41ES,ZULU LANGUAGE: SP III METHODOLOGY,4,"2 ,620","3,930"
BEDSFM,BED (SP & FET) MATHEMATICS,ADC5022,ADVANCED DIGITAL LITERACY,1,"5 ,080","7,610"
,,CAY12ES,"COMMUNICATION IN AFRIKAANS SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CHY12ES,"COMMUNICATION IN SESOTHO SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CNX12ES,"COMMUNICATION IN ENGLISH SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CTY12ES,"COMMUNICATION IN SETSWANA SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CXY12ES,"COMMUNICATION IN IsiXHOSA SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CZY12ES,"COMMUNICATION IN ZULU SECOND
LANGUAGE",1,"2 ,840","4,260"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3 ,290","4,940"
,,EDC11ES,EDUCATION I: LEARNER AND LEARNING,1,"3 ,380","5,070"
,,EDM11ES,"EDUCATION I: MEDIA IN TEACHING AND
LEARNING",1,"3 ,380","5,070"
,,LCS5012,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1 ,480","2,210"
,,LFS11ES,LIFE SKILLS,1,"3 ,030","4,540"
,,MCT11ES,MICRO TEACHING I,1,"2 ,620","3,930"
,,MTC12ES,MATHEMATICS I: FET MAJOR,1,"3 ,380","5,070"
,,MTH11ES,MATHEMATICS SP 1,1,"3 ,380","5,070"
,,NMR5011,NUMERACY,1,"4 ,500","6,750"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PYT12ES,PHYSICAL SCIENCES,1,"3 ,380","5,070"
,,SBX12ES,SCHOOL BASED LEARNING I,1,"1 ,330","1,990"
,,EDC21ES,EDUCATION,2,"3 ,380","5,070"
,,EDM21ES,EDUCATION II: CURRICULUM STUDIES,2,"3 ,380","5,070"
,,GSM11ES,GENERAL SUBJECT METHODOLOGY,2,"3 ,030","4,540"
,,LNG11ES,LANGUAGE OF TEACHING AND LEARNING,2,"3 ,510","5,260"
,,LNG22ES,LANGUAGE OF TEACHING AND LEARNING,2,"3 ,510","5,260"
,,MCT21ES,MICRO TEACHING,2,"2 ,620","3,930"
,,MIM22ES,MATHEMATICS: FET METHODOLOGY,2,"2 ,620","3,930"
,,MTC22ES,MATHEMATICS II: FET MAJOR,2,"3 ,380","5,070"
,,MTH21ES,MATHEMATICS: SP II MAJOR,2,"3 ,380","5,070"
,,MTS21ES,MATHEMATICS: SP I METHODOLOGY,2,"2 ,620","3,930"
,,PYM22ES,PHYSICAL SCIENCES METHODOLOGY,2,"2 ,620","3,930"
,,PYT22ES,PHYSICAL SCIENCES THEORY,2,"3 ,690","5,530"
,,SBX22ES,SCHOOL BASED LEARNING,2,"2 ,650","3,980"
,,EDC31ES,EDUCATION,3,"3 ,380","5,070"
,,EDM31ES,"EDUCATION III: LEARNER CENTERED
SCHOOLS",3,"3 ,380","5,070"
,,GSM21ES,GENERAL SUBJECT METHODOLOGY,3,"3 ,030","4,540"
,,MCT31ES,MICRO TEACHING,3,"2 ,620","3,930"
,,MIM32ES,MATHEMATICS III: FET METHODOLOGY,3,"2 ,620","3,930"
,,MTC32ES,MATHEMATICS III: FET MAJOR,3,"3 ,380","5,070"
,,MTH31ES,MATHEMATICS III: SPIII MAJOR,3,"3 ,380","5,070"
,,MTS31ES,MATHEMATICS III: SPII METHODOLOGY,3,"2 ,620","3,930"
,,PYT32ES,PHYSICAL SCIENCES THEORY,3,"3 ,380","5,070"
,,SBX32ES,SCHOOL BASED LEARNING,3,"2 ,650","3,980"
,,EDC41ES,EDUCATION,4,"3 ,380","5,070"
,,IER41ES,INTRODUCTION TO RESEARCH,4,"3 ,380","5,070"
,,MIM42ES,MATHEMATICS IV: FET METHODLOGY,4,"2 ,620","3,930"
,,MTS41ES,MATHEMATICS IV: SP III METHODOLOGY,4,"2 ,620","3,930"
,,PYM42ES,PHYSICAL SCIENCES METHODOLOGY,4,"2 ,620","3,930"
,,SBX42ES,SCHOOL BASED LEARNING,4,"2 ,650","3,980"
BEDSFN,"BED (SP&FET) NATURAL
SCIENCES",ADC5022,ADVANCED DIGITAL LITERACY,1,"5 ,080","7,610"
,,CAY12ES,"COMMUNICATION IN AFRIKAANS SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CHY12ES,"COMMUNICATION IN SESOTHO SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CNX12ES,"COMMUNICATION IN ENGLISH SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CTY12ES,"COMMUNICATION IN SETSWANA SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CXY12ES,"COMMUNICATION IN IsiXHOSA SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CZY12ES,"COMMUNICATION IN ZULU SECOND
LANGUAGE",1,"2 ,840","4,260"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3 ,290","4,940"
,,EDC11ES,EDUCATION I: LEARNER AND LEARNING,1,"3 ,380","5,070"
,,EDM11ES,"EDUCATION I: MEDIA IN TEACHING AND
LEARNING",1,"3 ,380","5,070"
,,LCS5012,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1 ,480","2,210"
,,LFC12ES,LIFE SCIENCES,1,"3 ,380","5,070"
,,LFS11ES,LIFE SKILLS,1,"3 ,030","4,540"
,,MCT11ES,MICRO TEACHING I,1,"2 ,620","3,930"
,,NMR5011,NUMERACY,1,"4 ,500","6,750"
,,NST11ES,NATURAL SCIENCES SP1,1,"3 ,380","5,070"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PYT12ES,PHYSICAL SCIENCES,1,"3 ,380","5,070"
,,SBX12ES,SCHOOL BASED LEARNING I,1,"1 ,330","1,990"
,,EDC21ES,EDUCATION,2,"3 ,380","5,070"
,,EDM21ES,EDUCATION II: CURRICULUM STUDIES,2,"3 ,380","5,070"
,,GSM11ES,GENERAL SUBJECT METHODOLOGY,2,"3 ,030","4,540"
,,LFC22ES,LIFE SCIENCES THEORY,2,"3 ,380","5,070"
,,LFM22ES,LIFE SCIENCES METHODOLOGY,2,"2 ,620","3,930"
,,LNG11ES,LANGUAGE OF TEACHING AND LEARNING,2,"3 ,510","5,260"
,,LNG22ES,LANGUAGE OF TEACHING AND LEARNING,2,"3 ,510","5,260"
,,MCT21ES,MICRO TEACHING,2,"2 ,620","3,930"
,,NSM21ES,NATURAL SCIENCE METHODOLOGY,2,"2 ,620","3,930"
,,NST21ES,NATURAL SCIENCE THEORY,2,"3 ,380","5,070"
,,PYM22ES,PHYSICAL SCIENCES METHODOLOGY,2,"2 ,620","3,930"
,,PYT22ES,PHYSICAL SCIENCES THEORY,2,"3 ,690","5,530"
,,SBX22ES,SCHOOL BASED LEARNING,2,"2 ,650","3,980"
,,EDC31ES,EDUCATION,3,"3 ,380","5,070"
,,EDM31ES,"EDUCATION III: LEARNER CENTERED
SCHOOLS",3,"3 ,380","5,070"
,,GSM21ES,GENERAL SUBJECT METHODOLOGY,3,"3 ,030","4,540"
,,LFC32ES,LIFE SCIENCES THEORY,3,"3 ,380","5,070"
,,LFM32ES,LIFE SCIENCES METHODOLOGY,3,"2 ,620","3,930"
,,MCT31ES,MICRO TEACHING,3,"2 ,620","3,930"
,,NSM31ES,NATURAL SCIENCE METHODOLOGY,3,"2 ,620","3,930"
,,NST31ES,NATURAL SCIENCE THEORY,3,"3 ,380","5,070"
,,PYM32ES,PHYSICAL SCIENCES METHODOLOGY,3,"2 ,620","3,930"
,,PYT32ES,PHYSICAL SCIENCES THEORY,3,"3 ,380","5,070"
,,SBX32ES,SCHOOL BASED LEARNING,3,"2 ,650","3,980"
,,EDC41ES,EDUCATION,4,"3 ,380","5,070"
,,IER41ES,INTRODUCTION TO RESEARCH,4,"3 ,380","5,070"
,,LFM42ES,LIFE SCIENCES METHODOLOGY,4,"3 ,830","5,740"
,,NSM41ES,NATURAL SCIENCES METHODOLOGY,4,"2 ,620","3,930"
,,PYM42ES,PHYSICAL SCIENCES METHODOLOGY,4,"2 ,620","3,930"
,,SBX42ES,SCHOOL BASED LEARNING,4,"2 ,650","3,980"
BEDSFT,BED (SP & FET) TECHNOLOGY,ADC5022,ADVANCED DIGITAL LITERACY,1,"5 ,080","7,610"
,,CAY12ES,"COMMUNICATION IN AFRIKAANS SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CHY12ES,"COMMUNICATION IN SESOTHO SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CNX12ES,"COMMUNICATION IN ENGLISH SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CTY12ES,"COMMUNICATION IN SETSWANA SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CVT12ES,CIVIL TECHNOLOGY I: FET MAJOR,1,"3 ,380","5,070"
,,CXY12ES,"COMMUNICATION IN IsiXHOSA SECOND
LANGUAGE",1,"2 ,840","4,260"
,,CZY12ES,"COMMUNICATION IN ZULU SECOND
LANGUAGE",1,"2 ,840","4,260"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3 ,290","4,940"
,,EDC11ES,EDUCATION I: LEARNER AND LEARNING,1,"3 ,380","5,070"
,,EDM11ES,"EDUCATION I: MEDIA IN TEACHING AND
LEARNING",1,"3 ,380","5,070"
,,EGD12ES,ENGINEERING GRAPHICS AND DESIGN,1,"3 ,380","5,070"
,,ETT12ES,ELECTRICAL TECHNOLOGY MAJOR,1,"3 ,380","5,070"
,,LCS5012,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1 ,480","2,210"
,,LFS11ES,LIFE SKILLS,1,"3 ,030","4,540"
,,MCT11ES,MICRO TEACHING I,1,"2 ,620","3,930"
,,MNT12ES,MECHANICAL TECHNOLOGY FET MAJOR,1,"3 ,380","5,070"
,,NMR5011,NUMERACY,1,"4 ,500","6,750"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,SBX12ES,SCHOOL BASED LEARNING I,1,"1 ,330","1,990"
,,CVM22ES,CIVIL TECHNOLOGY: METHODOLOGY,2,"2 ,620","3,930"
,,CVT22ES,CIVIL TECHNOLOGY: FET MAJOR,2,"3 ,380","5,070"
,,EDC21ES,EDUCATION,2,"3 ,380","5,070"
,,EDM21ES,EDUCATION II: CURRICULUM STUDIES,2,"3 ,380","5,070"
,,EFT22ES,ELECTRICAL TECHNOLOGY: MAJOR,2,"3 ,380","5,070"
,,EGD22ES,ENGINEERING GRAPHICS AND DESIGN,2,"3 ,380","5,070"
,,EGM22ES,"ENGINEERING GRAPHICS AND DESIGN:
METHODOLOGY",2,"2 ,620","3,930"
,,ETM22ES,ELECTRICAL TECHNOLOGY: METHODOLOGY,2,"2 ,620","3,930"
,,GSM11ES,GENERAL SUBJECT METHODOLOGY,2,"3 ,030","4,540"
,,LNG11ES,LANGUAGE OF TEACHING AND LEARNING,2,"3 ,510","5,260"
,,LNG22ES,LANGUAGE OF TEACHING AND LEARNING,2,"3 ,510","5,260"
,,MCT21ES,MICRO TEACHING,2,"2 ,620","3,930"
,,MNM22ES,MECHANICAL TECHNOLOGY: METHODOLOGY,2,"2 ,620","3,930"
,,MNT22ES,MECHANICAL TECHNOLOGY: FET MAJOR,2,"3 ,380","5,070"
,,SBX22ES,SCHOOL BASED LEARNING,2,"2 ,650","3,980"
,,TCG21ES,TECHNOLOGY SP II,2,"3 ,380","5,070"
,,TCM11ES,TECHNOLOGY SP I: METHODOLOGY,2,"2 ,620","3,930"
,,CVM32ES,CIVIL TECHNOLOGY: METHODOLOGY,3,"2 ,620","3,930"
,,CVT32ES,CIVIL TECHNOLOGY III: FET MAJOR,3,"3 ,380","5,070"
,,EDC31ES,EDUCATION,3,"3 ,380","5,070"
,,EDM31ES,"EDUCATION III: LEARNER CENTERED
SCHOOLS",3,"3 ,380","5,070"
,,EFT32ES,ELECTRICAL TECHNOLOGY: FET MAJOR,3,"3 ,380","5,070"
,,EGD32ES,"ENGINEERING GRAPHICS AND DESIGN: FET
MAJOR",3,"3 ,380","5,070"
